296443,"FLASH GRD BRELITE AR,TWIL,160G","154CM CUT,DRK GREEN-81,REDWING",#,#,1700,ALLCtr|ALLColor|32-48,2.5,MT,,,,,,,10,,,,,,,,,,Y
279392,"100%CTN POPLIN100X70/40X40,58""","KH4070 (09-109) ,HNM",#,#,1700,ALLCtr|ALLColor|32-48,0.323,Yd,,,,,,,10,,,,,,,,,,Y
290835,BLEACH DTCTION DYED FBRC 100%C,"SAPPHIRE W-0030, BLACK",#,#,#,ALLCtr|ALLColor|ALLSize,0.006,MT,,,,,,,10,,,,,,,,,,Y
228453,MAJUN LOKAL,KNIT,#,#,#,ALLCtr|ALLColor|ALLSize,-0.1,KG,,,,,,,10,,,,,,,,,,Y
229677,MAJUN IMPOR,KNIT,#,#,#,ALLCtr|ALLColor|ALLSize,-0.1,KG,,,,,,,10,,,,,,,,,,Y
268932,HANCA, ,#,#,#,ALLCtr|ALLColor|ALLSize,-0.1,PC,,,,,,,10,,,,,,,,,,Y
227145,MAJUN LOKAL,COTTON,#,#,#,ALLCtr|ALLColor|ALLSize,-0.1,KG,,,,,,,10,,,,,,,,,,Y
229075,MAJUN IMPOR,COTTON,#,#,#,ALLCtr|ALLColor|ALLSize,-0.1,KG,,,,,,,10,,,,,,,,,,Y
290945,"THREAD,TEX 40 5000MT","PERMACORE 75, COL. W45794",#,#,#,ALLCtr|ALLColor|ALLSize,75,Yd,,,,,,,20,,,,,,,,,,Y
291590,"THREAD,TEX 40 5000MT","PERMACORE 75,COL.BLACK W73028",#,#,#,ALLCtr|ALLColor|ALLSize,"0,5",Yd,,,,,,,20,,,,,,,,,,Y
296483,"THREAD,100% META ARAMID","BF M100,BF-451,DRK GREEN,40/3",#,#,#,ALLCtr|ALLColor|ALLSize,540,Yd,,,,,,,20,,,,,,,,,,Y
290817,"ZIPPER,CORCBLS006,6MM,2WAY","57CM,CLOSEND,LOGO/STDSLIDR,BLK",#,#,1700,ALLCtr|ALLColor|44,1,Pc,,,,,,,20,,,,,,,,,,Y
290952,"ZIPPER,CORCBLS006,6MM,2WAY","61CM,CLOSEND,LOGO/STDSLIDR,BLK",#,#,1701,ALLCtr|ALLColor|46,1,Pc,,,,,,,20,,,,,,,,,,Y
290952,"ZIPPER,CORCBLS006,6MM,2WAY","61CM,CLOSEND,LOGO/STDSLIDR,BLK",#,#,1401,ALLCtr|ALLColor|48,1,Pc,,,,,,,20,,,,,,,,,,Y
290818,"ZIPPER,CORSCSZ006,6MM,1WAY","18CM,CLOSEND,STDSLIDER,BLK",#,#,1700,ALLCtr|ALLColor|44,2,Pc,,,,,,,20,,,,,,,,,,Y
290818,"ZIPPER,CORSCSZ006,6MM,1WAY","18CM,CLOSEND,STDSLIDER,BLK",#,#,1701,ALLCtr|ALLColor|46,2,Pc,,,,,,,20,,,,,,,,,,Y
290818,"ZIPPER,CORSCSZ006,6MM,1WAY","18CM,CLOSEND,STDSLIDER,BLK",#,#,1401,ALLCtr|ALLColor|48,2,Pc,,,,,,,20,,,,,,,,,,Y
290820,"BUTTON, PRESS BUTTON",CAP 0155271,#,#,#,ALLCtr|ALLColor|ALLSize,9,Pc,,,,,,,20,,,,,,,,,,Y
