"No","Buyer","PO.Buyer","Style","Qty","End-Sewing.Date","Ex-Fact.Date","Week11-6","Week27-13","Week314-20","Week421-27","Week528-30","Week631-31","Total","FOB","Week","Amount","SO No","WO No","Branch","Factory","Tarikan","Source","Cost.Type"
"213","AGRON, INC.","5","ADIDAS BRF, 5157994","1620.00","2024-04-25","2024-04-30","0","0","0","0","1620.00","0","1620","6.72","W5","3628.8","24001086","182154","1204","MJ2","","Schedule","FOB"
"214","AGRON, INC.","5","ADIDAS BRF, 5157994","1620.00","2024-04-25","2024-04-30","0","0","0","0","1620.00","0","1620","6.72","W5","3628.8","24001086","182154","1204","MJ2","","Schedule","FOB"
"215","AGRON, INC.","5","ADIDAS BRF, 5157980","2457.00","2024-04-25","2024-04-30","0","0","0","0","2457.00","0","2457","6.25","W5","5118.75","24001089","182156","1204","MJ2","","Schedule","FOB"
"216","AGRON, INC.","5","ADIDAS BRF, 5157980","2457.00","2024-04-25","2024-04-30","0","0","0","0","2457.00","0","2457","6.25","W5","5118.75","24001089","182156","1204","MJ2","","Schedule","FOB"
"217","AGRON, INC.","5","ADIDAS BRF, 5157980","2457.00","2024-05-10","2024-04-30","0","0","0","0","2457.00","0","2457","6.25","W5","5118.75","24001089","182156","1204","MJ2","","Schedule","FOB"
"218","AGRON, INC.","5","ADIDAS BRF, 5157980","2457.00","2024-05-07","2024-04-30","0","0","0","0","2457.00","0","2457","6.25","W5","5118.75","24001089","182156","1204","MJ2","","Schedule","FOB"
"219","AGRON, INC.","8","ADIDAS BRF, 5158620","2124.00","2024-04-26","2024-04-30","0","0","0","0","2124.00","0","2124","5.71","W5","3032.01","24001106","182213","1204","MJ2","","Schedule","FOB"
"220","AGRON, INC.","8","ADIDAS BRF, 5158620","2124.00","2024-04-30","2024-04-30","0","0","0","0","2124.00","0","2124","5.71","W5","3032.01","24001106","182213","1204","MJ2","","Schedule","FOB"
"221","AGRON, INC.","8","ADIDAS BRF, 5158620","2124.00","2024-04-26","2024-04-30","0","0","0","0","2124.00","0","2124","5.71","W5","3032.01","24001106","182213","1204","MJ2","","Schedule","FOB"
"222","AGRON, INC.","8","ADIDAS BRF, 5158620","2124.00","2024-04-29","2024-04-30","0","0","0","0","2124.00","0","2124","5.71","W5","3032.01","24001106","182213","1204","MJ2","","Schedule","FOB"
"223","AGRON, INC.","10","ADIDAS BRF, 5158039","1152.00","2024-04-29","2024-04-30","0","0","0","0","1152.00","0","1152","6.45","W5","1857.6","24001119","182216","1204","MJ2","","Schedule","FOB"
"224","AGRON, INC.","10","ADIDAS BRF, 5158039","1152.00","2024-04-29","2024-04-30","0","0","0","0","1152.00","0","1152","6.45","W5","1857.6","24001119","182216","1204","MJ2","","Schedule","FOB"
"225","AGRON, INC.","10","ADIDAS BRF, 5158039","1152.00","2024-04-29","2024-04-30","0","0","0","0","1152.00","0","1152","6.45","W5","1857.6","24001119","182216","1204","MJ2","","Schedule","FOB"
